Extension Number,Name,Publisher,Extension ID,Source Code,Downloads,ok,critical,high,medium,low,total vul,vulnerabilities
1775,SQl Server Client(mssql),Weijan Chen,38681661-1a50-4345-a26a-b9096f99c200,https://github.com/cweijan/vscode-database-client.git,43066,False,0,1,2,0,3,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Command Injection
1776,Brogrammer Theme,gerane,60133d1b-5b7a-490b-b178-f12ea9adbfd7,https://github.com/gerane/VSCodeThemes.git,43063,False,0,0,0,0,0,
1777,GitHub Sharp Theme,João Moreno,201070ba-bc3f-4aab-bc37-07d68c90652f,https://github.com/joaomoreno/github-sharp-theme.git,43003,True,0,0,0,0,0,
1778,Camel Case Navigation,maptz,d36d91a3-b005-46ad-a454-49fe08c794b8,https://github.com/woodced/Maptz.VSCode.Extensions.CamelCaseNavigation.git,42937,True,0,0,0,0,0,
1779,Japanese Word Handler,Suguru Yamamoto,f7ce4483-f4c0-4b08-aec9-99ae9f60ec05,https://github.com/sgryjp/japanese-word-handler.git,42893,True,0,0,0,0,0,
1780,Workspace Explorer,tomsaunders,7f04fa4c-3b21-4624-8c0f-267687e7ddda,https://gitlab.com/tomsaunders-tools/vscode-workspace-explorer.git,42873,False,0,0,0,0,0,
1781,VSMarketplace Badges,XuangeAha,32eef90a-622b-4c0f-9c7e-4578a4dd867d,https://github.com/Xuangeaha/VSMarketplace-Badges.git,42843,True,0,0,0,0,0,
1782,Angular Material v10 snippets,Hardik Pithva,70bb19eb-47da-4419-8986-a1fa977dd74a,https://github.com/hardikpthv/vscode-ng-material-snippets.git,42724,True,0,0,0,0,0,
1783,CTags Support,Jaydenlin,eba79b93-282b-46c9-b98e-49a8660ba00e,https://github.com/jaydenlin/ctags-support.git,42720,True,0,0,0,0,0,
1784,footsteps,Wattenberger,6fba56bf-cfb6-48e5-9aae-c0a2de39f6ba,https://github.com/wattenberger/footsteps-vscode.git,42716,True,0,0,0,0,0,
1785,GitHub Repository Manager,Henrique Bruno,b4ad9ac6-e595-455b-a28f-d54bbbf07b61,https://github.com/SrBrahma/GitHub-Repository-Manager.git,42664,False,0,1,2,0,3,Authorization Bypass Through User-Controlled Key; Server-side Request Forgery (SSRF); Improper Input Validation
1786,XState VSCode,Stately,b34fd7d3-c0bc-493c-b90e-3246904ea27b,https://github.com/statelyai/xstate-tools.git,42623,False,0,0,2,0,2,Regular Expression Denial of Service (ReDoS); Open Redirect
1787,Favorites,kdcro101,feda5228-1904-4f14-9634-1f4e51c529df,https://github.com/kdcro101/vscode-favorites.git,42389,False,0,6,2,0,8,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Prototype Pollution; Server-side Request Forgery (SSRF); Prototype Pollution
1788,Keen neutral icon theme,Keenethics,921be1a0-f54b-44e8-bbe8-760a59627db7,https://github.com/keenethics/neutral-icon-theme.git,42382,True,0,0,0,0,0,
1789,GraalVM Tools for Java,Oracle Labs,69cdcb13-97d4-4d34-aa5d-befc033a2199,https://github.com/graalvm/vscode-extensions.git,42342,True,0,0,0,0,0,
1790,Smart Column Indenter,Leonardo Machado Carreiro,5b22d2d2-db44-44e0-8013-f57a4f97d514,https://github.com/lmcarreiro/vscode-smart-column-indenter.git,42332,True,0,0,0,0,0,
1791,lean,leanprover,e5e5c0e2-0fb3-4f00-9c79-5b15f9ff8430,https://github.com/leanprover/vscode-lean.git,42262,True,0,0,0,0,0,
1792,C/C++ Config,franneck94,903d2817-890f-4412-ac1d-a23ea84d76e1,https://github.com/franneck94/vscode-c-cpp-config.git,42257,False,0,0,1,0,1,Prototype Pollution
1793,Lunar Pink Theme,Nícolas D. Schmidt,dffd7894-5799-424c-baa6-24ddde8a8938,https://github.com/tronfy/lunar-pink.git,42204,True,0,0,0,0,0,
1794,External-exe,changcongwang,61e5015b-33a0-4423-9945-855726987187,https://github.com/ChangcongWang/external-pdf.git,42196,True,0,0,0,0,0,
1795,Magic Racket,Evžen Wybitul,d8508201-6c73-4091-b44a-f974e541649e,https://github.com/Eugleo/magic-racket.git,42143,True,0,0,0,0,0,
1796,Green Theme,gerane,207a4b89-a549-4169-9414-049b82aad7fd,https://github.com/gerane/VSCodeThemes.git,42022,False,0,0,0,0,0,
1797,Dart Built Value Snippets,YongZhen Low,f97c0874-41f7-448b-bf52-676617972a79,https://github.com/yongzhenlow/dart-built-value-snippets.git,42013,True,0,0,0,0,0,
1798,Dapr,Microsoft,a26f7145-c873-47d6-b175-41fdb0f68029,https://github.com/microsoft/vscode-dapr.git,41998,True,0,0,0,0,0,
1799,One Dark Bimbo,Mario Terron,cd27b49c-2459-43d9-aa5e-cf712a940cc2,https://github.com/marioterron/one-dark-bimbo-theme.git,41923,True,0,0,0,0,0,
1800,Vitesse Theme,Anthony Fu,e0a67685-8605-4546-8520-73b228de61b5,https://github.com/antfu/vscode-theme-vitesse.git,41920,True,0,0,0,0,0,
1801,Rust Test Lens,Hannes De Valkeneer,5dc5b9d4-085c-4501-80ec-3ba7f2135a9f,https://github.com/hdevalke/rust-test-lens.git,41912,True,0,0,0,0,0,
1802,Terminal Tools,Glenn (lglong519),9a352b23-efe3-4e21-9674-43ff1d56abe1,https://github.com/lglong519/vscode-extension.git,41891,True,0,0,0,0,0,
1803,LeetCode with labuladong,labuladong,369a9ca8-1878-45fb-a556-e043b4316b7a,https://github.com/labuladong/fucking-algorithm.git,41867,False,0,0,0,0,0,
1804,Laravel Ide Helper,georgykurian,b2012012-5dbd-44a7-99ca-1efd20348c98,https://github.com/georgyKurian/vscode-laravel-ide-helper.git,41826,True,0,0,0,0,0,
1805,[DEPRECATED] LaTeX Language Support,Microsoft,1d97986e-0edf-48b5-94d1-b4714a385560,https://github.com/Microsoft/vscode-LaTeX.git,41805,False,1,1,0,0,2,CRITICAL! Arbitrary Code Injection; Arbitrary Command Injection
1806,SSHExtension,Vitaly Kondratiev,774b4146-34bb-418a-bc75-68a954a43936,https://github.com/VitalyKondratiev/SSHExtension.git,41757,True,0,0,0,0,0,
1807,Python-Kivy-snippets,Take-Me1010,fee70b3b-2d97-4782-82ae-cbd17a0ef491,https://github.com/Take-Me1010/pykv-snippets.git,41661,True,0,0,0,0,0,
1808,Markdown Image Size,Matt Bierner,a41ef446-bc82-4194-b848-9b3d6f60e18d,https://github.com/mjbvz/vscode-markdown-image-size.git,41656,True,0,0,0,0,0,
1809,VSC-Essentials,Gydunhn,e0634862-0df0-42a7-bb22-684ea70759f2,https://github.com/Gydunhn/VSC-Essentials.git,41655,True,0,0,0,0,0,
1810,HCL AppScan CodeSweep,HCL Software,9b47a709-9cab-42e9-83df-26c21340ffb6,https://github.com/hclproducts/appscan-resources.git,41571,False,0,0,0,0,0,
1811,wxapp-helper,Sean,5c8a72b3-babd-48e5-bb2d-c5fdde72de68,git+ssh://git@github.com/seancheung/wxapp-helper.git,41568,True,0,0,0,0,0,
1812,Salesforce Documenter,HugoOM,7e7bddef-b439-401a-94e7-4c75f9744600,https://github.com/HugoOM/sfdx_autoheader.git,41437,True,0,0,0,0,0,
1813,Nord Light,huytd,7aa98389-07cd-4c33-b912-50de62391fd3,https://github.com/huytd/vscode-nord-light.git,41412,True,0,0,0,0,0,
1814,UIkit 3.0 Snippets,Keno Clayton,2bce366f-86c8-42d5-a0cb-0bd428da4c37,https://github.com/dons20/UIKit-VSCode.git,41364,True,0,0,0,0,0,
1815,JHipster JDL,jhipster-ide,6959c851-8d60-4639-bc8a-910e1cf376d2,https://github.com/jhipster/jhipster-ide.git,41287,True,0,0,0,0,0,
1816,InterSystems Server Manager,InterSystems Developer Community,aaf0da04-8472-4f4d-b2f6-a9457cfbd4b0,https://github.com/intersystems-community/intersystems-servermanager.git,41202,True,0,0,0,0,0,
1817,JSON Organizer,rintoj,1b728ddd-0eb0-4b15-a599-bce80e7c7198,git+https://github.com/rintoj/json-organizer.git,41039,True,0,0,0,0,0,
1818,AutoScroll,Pejman Nikram,687fb9d6-ecd8-4aa4-a4f6-d285fad5c8d9,https://github.com/PejmanNik/vscode-autoScroll.git,40989,True,0,0,0,0,0,
1819,Terminals Manager,Fabio Spampinato,0bb988b3-483e-4267-963c-b12b4ab6e029,https://github.com/fabiospampinato/vscode-terminals.git,40929,False,0,0,1,0,1,Prototype Pollution
1820,Niketa Theme Light,selfrefactor,5c732ed2-55b2-4fc2-b24a-09f6b7c3c4c3,https://github.com/selfrefactor/niketa-theme.git,40882,True,0,0,0,0,0,
1821,vscode-position,jtr,686dfeeb-41da-432f-90da-42bb523d83f6,https://github.com/joerohde/vscode-position.git,40878,True,0,0,0,0,0,
1822,Standard ML,Darin Morrison,9583bf74-abde-4e12-9df9-a9dd65e5c2ad,https://github.com/freebroccolo/vscode-sml.git,40789,False,0,0,0,0,0,
1823,vscode-color-picker,AntiAntiSepticeye,f9598416-bd11-4a41-a1b3-5e842c9de867,https://github.com/antiantisepticeye/vscode-color-picker.git,40721,True,0,0,0,0,0,
1824,Hyper JavaScript Snippets,t7yang,9791aebe-ed7a-4fb8-aead-eee8dd7bc19e,https://github.com/t7yang/vscode-hyper-javascript-snippets.git,40721,True,0,0,0,0,0,
1825,Beautiful Dracula,Nguyen Hoang Lam,0be056c8-bdb7-48b3-a63e-01719eab4427,https://github.com/lamhoang1256/beautiful-dracula.git,40574,True,0,0,0,0,0,
1826,poimandres,poimandres,51c57bc5-73aa-4901-8c2b-1bd0af852e72,https://github.com/drcmda/poimandres-theme.git,40546,True,0,0,0,0,0,
1827,element-ui-helper,胡浪,22e65476-d438-4032-b2c2-2ea3480d0d89,https://github.com/HULANG-BTB/element-ui-helper.git,40438,True,0,0,0,0,0,
1828,Zig Language,ziglang,9f528315-746c-44d9-97ba-d4d505cca308,https://github.com/ziglang/vscode-zig.git,40282,True,0,0,0,0,0,
1829,vscode-odata,Stanislaw Swierc,40183f13-5a36-4e35-ba13-832d01c810e0,https://github.com/StanislawSwierc/vscode-odata.git,40248,True,0,0,0,0,0,
1830,Typings auto installer,João Vitor Paes de Barros do Carmo,7284bc36-72ff-4127-8a41-dcbbe86a661f,https://github.com/jvitor83/typings-autoinstaller.git,40203,True,0,0,0,0,0,
1831,Netbeans Keymaps,Grogdunn,f75b18a5-6048-4124-9d78-71ac8950506a,https://github.com/Grogdunn/vscode-nb-keybinding.git,40107,True,0,0,0,0,0,
1832,TROFF Syntax,Bartosz Antosik,23d8b07b-4def-40ac-a04e-665c450f6060,https://github.com/bartosz-antosik/vscode-troff.git,40079,True,0,0,0,0,0,
1833,Tomorrow and Tomorrow Night Operator Mono Theme,Chirag Patel,0c601642-d429-4a82-b65d-457ec60f7c6d,https://github.com/chiragpat/tomorrow-and-tomorrow-night-operator-mono-theme.git,40024,True,0,0,0,0,0,
1834,TwoStones Theme,gerane,02e1d969-1c00-491d-8cb2-052d1f483fb4,https://github.com/gerane/VSCodeThemes.git,39993,False,0,0,0,0,0,
1835,React Generator,AppWorks Team,0ac8bae2-45f2-4dfc-b491-ede114f62034,https://github.com/apptools-lab/appworks.git,39951,True,0,0,0,0,0,
1836,CSS Variable Autocomplete,Vu Nguyen,3f96fda8-094b-4817-97fb-a7eab7a8f5e0,https://github.com/vunguyentuan/vscode-css-variables.git,39937,True,0,0,0,0,0,
1837,OpenAPI Preview,Andreas Zoellner,4a6839b3-c138-4a63-978f-4221cbd58524,https://github.com/zoellner/openapi-preview.git,39934,True,0,0,0,0,0,
1838,html to javascript string,Samuel Garcia,91651a60-4a22-43e1-9068-5f376c431652,https://github.com/evileumas/html-to-javascript-vscode.git,39919,True,0,0,0,0,0,
1839,Beautify JSON,Rui Andrade,237b1bed-5a00-408a-b97c-abe2ef043970,https://github.com/randrade23/vscode-beautify-json.git.git,39911,False,0,0,1,0,1,Arbitrary Code Injection
1840,Gnuplot,mammothb,968481a1-7c2c-49e6-87a9-cfdf5bff0a50,https://github.com/mammothb/vscode-gnuplot.git,39846,True,0,0,0,0,0,
1841,Spring Boot Developer Extension Pack,Developer Soapbox,d0827c29-ba82-4315-93d3-68c87fc9d25d,https://github.com/DeveloperSoapbox/vscode-springboot-developer-pack.git,39753,True,0,0,0,0,0,
1842,JSON Escaper,Joshua Poehls,2e4b1713-4d0c-4445-81aa-c9641b82595a,https://github.com/jpoehls/vscode-json-escaper.git,39750,True,0,0,0,0,0,
1843,Happy Flasker,apedroed,23dec545-36f2-414e-bbbf-a4e6040286d7,https://github.com/apecnascimento/Happy-Flasker.git,39731,True,0,0,0,0,0,
1844,anycode-cpp,Microsoft,22ff1c2c-fe2c-4ba5-8fab-da82062231d7,https://github.com/microsoft/vscode-anycode.git,39730,False,0,0,0,0,0,
1845,Syntax Highlighting for yarn.lock files,Marius Schulz,b44254a5-aaf6-4ce2-8bbc-9a3f5aa21a02,https://github.com/mariusschulz/vscode-yarn-lock-syntax.git,39698,True,0,0,0,0,0,
1846,MicroPico,paulober,c6913b2e-df5f-452f-9410-51b7831443e4,https://github.com/paulober/MicroPico.git,39512,True,0,0,0,0,0,
1847,Electron Builder,idleberg,e1f7db2f-65dc-45ce-8baf-9b1071b13b07,https://github.com/idleberg/vscode-electron-builder.git,39387,True,0,0,0,0,0,
1848,Fish,Brian Malehorn,efa79b03-91c5-4c6a-9846-0a7b6f7af05e,https://github.com/bmalehorn/vscode-fish.git,39386,True,0,0,0,0,0,
1849,Preview.js,Zenc Labs,fccbe511-5423-4ba9-a02f-b5551be02a13,https://github.com/fwouts/previewjs.git,39373,True,0,0,0,0,0,
1850,es-beautifier,dai-shi,6d7db2e6-ea3b-4ea1-a2f8-f25f436a1dc3,https://github.com/dai-shi/es-beautifier.git,39370,True,0,0,0,0,0,
1851,Pine Script Syntax Highlighter,ex-codes,3890a034-fd6e-41f7-a689-4bfb8c250edd,https://github.com/kendinikertenkelebek/pine-script-syntax-highlight.git,39363,True,0,0,0,0,0,
1852,PHPDoc Generator,Ron van der Heijden,3dfb2316-b4e8-4c61-82ce-c2b8cd570e30,https://github.com/ronvanderheijden/vscode-phpdoc-generator.git,39322,True,0,0,0,0,0,
1853,Highlight Bad Chars,Kevin Wenger,7015fdfd-f56d-43d7-95f0-fc91de28e26f,https://github.com/WengerK/vscode-highlight-bad-chars.git,39288,True,0,0,0,0,0,
1854,css-triggers,Kiss Tamás,30f54a6e-00bb-4beb-bb98-ca3a3f7af460,https://github.com/kisstkondoros/csstriggers.git,39279,True,0,0,0,0,0,
1855,CSharp-Convert-TS,magicalconch,7b750f89-26b4-4267-bae1-9514953f7da0,https://github.com/git102347501/CSharp-Convert-TS.git,39278,True,0,0,0,0,0,
1856,Nuxt,Allan Oricil,c3590016-b8fd-4029-b16e-960c7d917c5a,https://github.com/AllanOricil/nuxt-vscode-extension.git,39214,False,0,0,0,0,0,
1857,fairyfloss,nopjmp,d1e030a6-f502-48bb-92d6-7eb9f74d5bcf,https://github.com/nopjmp/vscode-fairyfloss.git,39193,True,0,0,0,0,0,
1858,SVN Gutter,beaugust,0acf9181-db17-4955-8b73-3a624c5337bd,https://github.com/BeauAgst/blamer-vs.git,39191,True,0,0,0,0,0,
1859,CircuitPython,joedevivo,d5e29b33-a9f7-478b-9227-d829c14c5660,https://github.com/joedevivo/vscode-circuitpython.git,39172,False,0,2,0,0,2,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS)
1860,Delphi Extension Pack,Alessandro Fragnani,a2593b40-450f-48c9-9644-e55d79da7c13,https://github.com/alefragnani/vscode-delphi-pack.git,39167,True,0,0,0,0,0,
1861,🌈 Rainbow Fart Waifu,大帅,6651803e-955c-43d1-a9da-a5bc09b0a90b,https://github.com/ezshine/vscode-rainbow-fart-waifu.git,39166,True,0,0,0,0,0,
1862,React PropTypes Generate,suming,7b50dddf-15b4-4ad8-b396-8bbfbfac29b3,https://github.com/dpzxsm/react-proptypes-generate.git,39151,True,0,0,0,0,0,
1863,thymeleaf,Juha Hinkula,25209d64-18ca-4109-99d6-11f2bbb32fe5,https://github.com/juhahinkula/vscode-thymeleaf.git,39107,True,0,0,0,0,0,
1864,InterSystems Language Server,InterSystems Corporation,4abd3665-35c9-4afe-b174-123378fa4656,https://github.com/intersystems/language-server.git,39105,True,0,0,0,0,0,
1865,EasyZoom,Nabeel Valley,8e542409-4bfa-4e57-a1f3-1090e8e99d5b,https://github.com/nabeelvalley/EasyZoomVSCodeExtension.git,39105,True,0,0,0,0,0,
1866,Advpl,Rodrigo Antonio,a2b59172-8bd4-4b0b-8001-79eeced262b0,https://github.com/totvs/advpl-vscode.git,39048,True,0,0,0,0,0,
1867,rainbow Theme,gerane,72407a16-df63-4641-a8be-1c730fc317a6,https://github.com/gerane/VSCodeThemes.git,39028,False,0,0,0,0,0,
1868,Local Lua Debugger,Tom Blind,2a96cc32-6576-4f7a-981b-8f6e95d3b452,https://github.com/tomblind/local-lua-debugger-vscode.git,39024,True,0,0,0,0,0,
1869,gitpod-monitor,akosyakov,fca53de4-3d5e-4285-887b-e520c9a18445,https://github.com/akosyakov/gitpod-monitor.git,38972,True,0,0,0,0,0,
1870,clj-kondo,borkdude,c7bb45cf-29a3-4477-abc8-0ee9f3dfd3fc,https://github.com/borkdude/clj-kondo.lsp.git,38867,False,0,0,0,0,0,
1871,EJS Snippets,Theran,1f764790-61a7-4033-9191-826881bb5ef2,https://github.com/theranbrig/ejs-snippets.git,38840,True,0,0,0,0,0,
1872,Dart Barrel File Generator,Miquel de Domingo i Giralt,b11731fe-e778-4031-b582-20ce97eaa87a,https://github.com/mikededo/dartBarrelFileGenerator.git,38834,True,0,0,0,0,0,
1873,vscode-styled-components,Diego Lincoln,888307d6-22da-4be3-9888-7be7283ab437,https://github.com/dilincoln/vscode-styled-components.git,38682,True,0,0,0,0,0,
1874,SLN Support,Logerfo,bbc66c4f-1308-48ae-b1ee-d9169c55279a,https://github.com/Logerfo/sln-support.git,38648,True,0,0,0,0,0,
1875,Moxer Icons,Equinusocio,1766b3b1-32a4-4d6c-b7b4-6d72871ebd21,https://github.com/moxer-theme/moxer-icons-code.git,38472,True,0,0,0,0,0,
1876,.NET Core Snippet Pack,Adrian Wilczyński,a628f216-dbbd-4785-899b-e541ec289ebc,https://github.com/AdrianWilczynski/.NETCoreSnippetPack.git,38462,True,0,0,0,0,0,
1877,Back and Forward buttons,grimmer,0d104aa5-2e74-418a-9b81-279612302aa6,https://github.com/grimmer0125/vscode-back-forward-button.git,38449,True,0,0,0,0,0,
1878,Motoko,DFINITY Foundation,458d9d26-211a-487e-85ef-fea6b2590f52,https://github.com/dfinity/vscode-motoko.git,38441,False,0,0,4,0,4,Arbitrary File Write via Archive Extraction (Zip Slip); Arbitrary File Write via Archive Extraction (Zip Slip); Arbitrary File Write via Archive Extraction (Zip Slip); Denial of Service (DoS)
1879,Angular Component Extension,onixie,ad61e307-8bca-443c-8724-8eb002cd1ac7,https://github.com/onixie/angular-component-extension.git,38440,True,0,0,0,0,0,
1880,PyInit,Diogo Nolasco,b44f910d-5704-44f8-b529-e6975af036be,https://github.com/diogonfs/pyinit.git,38408,True,0,0,0,0,0,
1881,Run++,Albin,922bd6dd-a269-4aba-9a90-6ba607f8a19f,https://github.com/MdAlbinHossain/Run.git,38358,True,0,0,0,0,0,
1882,Todo MD,Alexander,818d687c-51b6-4a0a-bacb-320b1440f6c8,https://github.com/usernamehw/vscode-todo-md.git,38231,True,0,0,0,0,0,
1883,Make Hidden,Rhys Devine-Davies,8719ac3f-c048-4be4-b986-151b8323b839,https://github.com/Devine-Davies/vs-make-hidden.git,38207,True,0,0,0,0,0,
1884,The Best Theme,Jan Kohlbach,fc3f7a58-02d0-4dbe-b74b-327c040ffa3e,https://github.com/jankohlbach/The-Best-Theme.git,38198,True,0,0,0,0,0,
1885,SynthWave '84 Blues,sabrsorensen,e8b3816e-3e89-4e64-820b-20a292d37b5f,https://github.com/sabrsorensen/synthwave-blues-vscode-theme.git,38136,True,0,0,0,0,0,
1886,My Firewatch Theme,Krzysztof Wisznarewski,87f8f7cb-58d6-4278-8d50-534e05e14814,https://gitlab.com/ulthes/firewatch-theme-vscode.git,38110,False,0,0,0,0,0,
1887,webhint,webhint,23b5ca65-840c-490d-8dcc-a3ec3e74117f,https://github.com/webhintio/hint.git,38086,True,0,0,0,0,0,
1888,🧠 Logical Properties,coderfin,64fabd7c-801a-478f-9f3c-d55efd1b3613,https://github.com/coderfin/logical-properties.git,38083,True,0,0,0,0,0,
1889,Cortex Builder,Semyon Ivanov,e21c1191-316b-4619-a0a7-3e8675a1bd64,https://github.com/7bnx/Cortex-Builder.git,38049,True,0,0,0,0,0,
1890,BitMagic X16 Debugger,Yazwh0,09c3d6b0-60b7-486a-a30c-93c74c289882,https://github.com/Yazwh0/BitMagic.git,38032,False,0,0,0,0,0,
1891,GnuPG-Tool,J. Heilingbrunner,78084dbe-602a-43f6-bb57-bfa69aa42b56,https://github.com/heilingbrunner/vscode-gnupg-tool.git,38012,True,0,0,0,0,0,
1892,Just Print It,XuangeAha,08ecac25-90c3-4cbb-b38a-d191758a8c80,https://github.com/Xuangeaha/Just-Print-It.git,37860,True,0,0,0,0,0,
1893,Gauge,getgauge,8c6b5b5c-d170-491d-8473-a125241d8ebc,https://github.com/getgauge/gauge-vscode.git,37831,True,0,0,0,0,0,
1894,ERB-VSCode-Snippets,ZneuRay,3b43ebaf-c489-45c5-b209-c421bdb56e84,https://github.com/ZneuRay/ERB-VSCode-Snippets.git,37725,True,0,0,0,0,0,
1895,OpenJDK Development,Magnus Ihse Bursie,e1e752cd-962d-45ff-9a3c-8e5b90bcd60b,https://github.com/magicus/vscode-openjdk-devel.git,37707,True,0,0,0,0,0,
1896,Live ServerPP,zhouzhipeng,9a98514f-1e1f-422b-8b1a-a1d06cccfb51,https://github.com/Zhou-zhi-peng/vscode-live-server.git,37703,False,0,2,1,0,3,Open Redirect; Denial of Service (DoS); Denial of Service (DoS)
1897,Qt Configure,vector-wlc,3510e7dd-b02f-46ea-bd4e-2bbbcf12f2e0,https://github.com/vector-wlc/VSCodeQtConfigure.git,37663,True,0,0,0,0,0,
1898,Declarative Jenkinsfile Support,JM Meessen,3e0f98a2-dd7e-48c5-a302-f6952926cdcb,https://github.com/jmMeessen/vsc-jenkins-declarative.git,37652,True,0,0,0,0,0,
1899,BusinessCentral.LinterCop,Stefan Maron,72ac207d-0896-4f59-9611-7dc6ff65a3b9,https://github.com/StefanMaron/vsc-lintercop.git,37651,True,0,0,0,0,0,
1900,Evondev snippets,evondev,ca374277-4561-4be2-8306-ec95f27d6808,https://github.com/evondev/evondev-snippets.git,37494,True,0,0,0,0,0,
1901,Sync Scroll,dqisme,2538fb3a-730c-4259-9044-7cf831516769,https://github.com/dqisme/vscode-sync-scroll.git,37426,True,0,0,0,0,0,
1902,Splunk Extension,Splunk,e00d0236-6821-43e8-ba13-8530dcb6304e,https://github.com/splunk/vscode-extension.git,37389,False,0,0,5,0,5,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS)
1903,MASM,blindtiger,e9b9681c-2e53-423d-9359-6994067310d2,https://github.com/9176324/masm.git,37269,True,0,0,0,0,0,
1904,YAML key viewer,cybai,69c09214-3316-4472-8f3b-bd0fa1f0c598,https://github.com/CYBAI/vscode-yaml-key-viewer.git,37190,True,0,0,0,0,0,
1905,vba-snippets,Scott Spence,9bb0402b-11d9-4415-a69a-831959738c8a,https://github.com/spences10/vba-snippets.git,37152,True,0,0,0,0,0,
1906,Catppuccin Icons for VSCode,Catppuccin,625b9abd-dfac-405b-bf34-e65f46e2f22f,https://github.com/catppuccin/vscode-icons.git,37092,True,0,0,0,0,0,
1907,Go Critic,neverik,4d42c02f-48b0-44e7-8006-979801c5e820,git://github.com/neverik/vscode-go-critic.git,37087,True,0,0,0,0,0,
1908,Laravel Theme,gerane,39ddf184-17f0-49b2-b625-d4b4cbcd44a1,https://github.com/gerane/VSCodeThemes.git,37087,False,0,0,0,0,0,
1909,Markdown Julia,colinfang,9cc5c3e2-e38e-4338-baa2-82e005a5f53b,https://github.com/colinfang/markdown-julia.git,37007,True,0,0,0,0,0,
1910,GraphQL Language Support,stpn,72823f1e-5ba4-4087-9a45-c80e7befa607,https://github.com/stephen/vscode-graphql.git,36984,False,0,0,8,0,8,Information Exposure; Information Exposure; Information Exposure; Information Exposure; Denial of Service; Denial of Service; Denial of Service; Denial of Service
1911,Free Pascal (fpc) Debugger,CNOC,1bab5da6-522e-493a-a00b-4422562ebb7f,https://gitlab.com/fpcprojects/vscode-fpdebug.git,36957,False,0,0,0,0,0,
1912,Copy Text,s.albert,25231262-b9a4-4e83-bfc3-340e1e462f25,https://github.com/s-albert/copy-text.git,36764,True,0,0,0,0,0,
1913,Iceberg Theme,cocopon,32d281a3-1221-4c5c-8a95-4d30f0e667ce,https://github.com/cocopon/vscode-iceberg-theme.git,36750,True,0,0,0,0,0,
1914,Google Translate,benshabatnoam,c773e8c8-6074-4984-b69e-4a8a31456e6c,https://github.com/benshabatnoam/google-translate-vscode-ext.git,36746,False,0,0,2,0,2,Open Redirect; Open Redirect
1915,Angular-Essentials,Gydunhn,aab01567-83ca-401d-93a2-a16690e2c679,https://github.com/Gydunhn/Angular-Essentials.git,36707,True,0,0,0,0,0,
1916,Gruvbox Material Icon Theme,JonathanHarty,8b7b553c-f741-437c-adf5-cc494eb7d4d8,https://github.com/Jonathan-Harty/vscode-material-icon-theme.git,36626,False,0,1,0,0,1,Regular Expression Denial of Service (ReDoS)
1917,Marquee,stateful,c64f81d3-a4bd-4afc-b116-31a5f58a0c11,https://github.com/stateful/vscode-marquee.git,36585,True,0,0,0,0,0,
1918,MUI Snippets,vscodeshift,d2a2b8bd-7b74-4ed2-8960-26f428f28d99,https://github.com/vscodeshift/mui-snippets.git,36572,False,0,5,1,0,6,Regular Expression Denial of Service (ReDoS); Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution
1919,Azure ARM Template Helper,Ed Elliott,ced43e2b-022b-42b2-bdbf-2e52e3144a82,https://github.com/GoEddie/armed-docs.git,36560,False,0,0,0,0,0,
1920,Background,ThomasZhang,c9bbfb2e-a5fb-4936-822a-e0178401a526,https://github.com/ThomasZJ/vscode-background.git,36515,True,0,0,0,0,0,
1921,Package Json Upgrade,codeandstuff,1f59cde6-3a8c-47e4-b40b-355c1641721a,https://github.com/pgsandstrom/package-json-upgrade.git,36485,False,0,1,0,0,1,Regular Expression Denial of Service (ReDoS)
1922,Web Dev,c0der-himel,18e83ce4-5613-4754-8f7b-a73a1a9714c4,https://github.com/c0der-himel/vscode-web-dev-extension-pack.git,36483,True,0,0,0,0,0,
1923,Conda Cheatsheet,jojoee,5c4d9bff-d3aa-4c46-953e-fbc1e2928fe2,https://github.com/jojoee/vscode-conda-cheatsheet.git,36483,True,0,0,0,0,0,
1924,Subway Surfers,Jiří Vrba,9718f95e-2551-44f1-b869-ea9c63262f0b,https://github.com/jirkavrba/vscode-subway-surfers.git,36478,True,0,0,0,0,0,
1925,Cursor Align,Mike Moore,3aa820d5-7d50-418c-abda-337204da3ec7,https://github.com/yo1dog/vscode-cursor-align.git,36452,True,0,0,0,0,0,
1926,Serendipity,Michael Andreuzza ,862488a7-312c-4b11-8171-7e281a95a268,https://github.com/Serendipity-Theme/vs-code.git,36398,True,0,0,0,0,0,
1927,Ember JS (ES6) and Handlebars code snippets,Phani Teja Komaravolu,975a45e8-c9c6-46e8-92e6-627464ff5a75,https://github.com/phaniteja1/EmberSnippetsVSCode.git,36374,True,0,0,0,0,0,
