21,Maven for Java,Microsoft,b0f06c6b-24fb-4d7b-bd79-bc5e2fa17312,https://github.com/Microsoft/vscode-maven.git,23917178,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 79, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/Microsoft/vscode-maven.git""}"
22,Test Runner for Java,Microsoft,67c06b0d-1891-42ca-b2a8-113e79bff069,https://github.com/Microsoft/vscode-java-test.git,22848527,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 26, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/Microsoft/vscode-java-test.git""}"
23,Project Manager for Java,Microsoft,7865e561-1c83-410e-9b99-aabada597a7e,https://github.com/Microsoft/vscode-java-dependency.git,22715901,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 47, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/Microsoft/vscode-java-dependency.git""}"
24,C/C++ Themes,Microsoft,99b17261-8f6e-45f0-9ad5-a69c6f509a4f,https://github.com/Microsoft/vscode-cpptools.git,22611635,"{""ok"": false, ""error"": ""Couldn't find the requested package or version"", ""path"": ""https://github.com/Microsoft/vscode-cpptools.git""}"
25,Extension Pack for Java,Microsoft,96f11e1f-1a46-4592-b084-f025b2c2a81f,https://github.com/Microsoft/vscode-java-pack.git,22320851,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 109, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/Microsoft/vscode-java-pack.git""}"
26,WSL,Microsoft,f0c5397b-d357-4197-99f0-cb4202f22818,https://github.com/Microsoft/vscode-remote-release.git,22226497,"{""ok"": false, ""error"": ""Couldn't find the requested package or version"", ""path"": ""https://github.com/Microsoft/vscode-remote-release.git""}"
27,Code Runner,Jun Han,a6a0c5b2-d078-4bf5-a9ee-4e37054414b3,https://github.com/formulahendry/vscode-code-runner.git,22176124,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 9, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/formulahendry/vscode-code-runner.git""}"
28,C/C++ Extension Pack,Microsoft,3957b2f6-f086-49b5-a7b4-5da772123130,https://github.com/microsoft/vscode-cpptools.git,21219358,"{""ok"": false, ""error"": ""Couldn't find the requested package or version"", ""path"": ""https://github.com/microsoft/vscode-cpptools.git""}"
29,isort,Microsoft,4ad0ce32-ff3f-49f0-83b5-93e5dc00cfff,https://github.com/microsoft/vscode-isort.git,20649143,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 14, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/microsoft/vscode-isort.git""}"
30,Dev Containers,Microsoft,93ce222b-5f6f-49b7-9ab1-a0463c6238df,https://github.com/Microsoft/vscode-remote-release.git,20515935,"{""ok"": false, ""error"": ""Couldn't find the requested package or version"", ""path"": ""https://github.com/Microsoft/vscode-remote-release.git""}"
31,Material Icon Theme,Philipp Kief,5db78037-f674-459f-a236-db622c427c5b,https://github.com/PKief/vscode-material-icon-theme.git,20038133,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 1, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/PKief/vscode-material-icon-theme.git""}"
32,IntelliCode API Usage Examples,Microsoft,9fa2a00e-3bfa-4c2a-abc4-a865bb2b5cf3,https://github.com/MicrosoftDocs/intellicode.git,18183071,"{""ok"": false, ""error"": ""Couldn't find the requested package or version"", ""path"": ""https://github.com/MicrosoftDocs/intellicode.git""}"
33,Remote - SSH,Microsoft,607fd052-be03-4363-b657-2bd62b83d28a,https://github.com/Microsoft/vscode-remote-release.git,17395658,"{""ok"": false, ""error"": ""Couldn't find the requested package or version"", ""path"": ""https://github.com/Microsoft/vscode-remote-release.git""}"
34,HTML CSS Support,ecmel,aaee577c-f062-495a-9816-0cbd442f1d25,https://github.com/ecmel/vscode-html-css.git,16913285,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 0, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/ecmel/vscode-html-css.git""}"
35,Remote - SSH: Editing Configuration Files,Microsoft,bfeaf631-bcff-4908-93ed-fda4ef9a0c5c,https://github.com/Microsoft/vscode-remote-release.git,15935083,"{""ok"": false, ""error"": ""Couldn't find the requested package or version"", ""path"": ""https://github.com/Microsoft/vscode-remote-release.git""}"
36,vscode-icons,VSCode Icons Team,9ccc1dd7-7ec4-4a46-bd4f-7d7b8b9d322a,https://github.com/vscode-icons/vscode-icons.git,15740301,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 71, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/vscode-icons/vscode-icons.git""}"
37,Auto Rename Tag,Jun Han,6e440e71-8ed9-4f25-bb78-4b13096b8a03,https://github.com/formulahendry/vscode-auto-rename-tag.git,15378853,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 0, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/formulahendry/vscode-auto-rename-tag.git""}"
38,GitHub Pull Requests and Issues,GitHub,69ddd764-339a-4ecc-97c1-9c4ece58e36d,https://github.com/Microsoft/vscode-pull-request-github.git,14427289,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 119, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/Microsoft/vscode-pull-request-github.git""}"
39,YAML,Red Hat,2061917f-f76a-458a-8da9-f162de22b97e,https://github.com/redhat-developer/vscode-yaml.git,13761944,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 75, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/redhat-developer/vscode-yaml.git""}"
40,Vetur,Pine Wu,2f5dd8cb-d251-4d70-abfe-ddebcb077483,https://github.com/vuejs/vetur.git,12969047,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 0, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/vuejs/vetur.git""}"
41,Path Intellisense,Christian Kohler,a41c1549-4053-44d4-bf30-60fc809b4a86,https://github.com/ChristianKohler/PathIntellisense.git,11125380,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 9, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/ChristianKohler/PathIntellisense.git""}"
42,Auto Close Tag,Jun Han,d3836729-9cc1-42c1-b2af-d50071f57d29,https://github.com/formulahendry/vscode-auto-close-tag.git,11068397,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 0, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/formulahendry/vscode-auto-close-tag.git""}"
43,Better C++ Syntax,Jeff Hykin,73767f91-7dcb-43cb-90b3-596d073eea1f,https://github.com/jeff-hykin/better-cpp-syntax.git,10782040,"{""ok"": true, ""vulnerabilities"": [], ""numDependencies"": 0, ""severityMap"": {""critical"": 0, ""high"": 0, ""medium"": 0, ""low"": 0}, ""org"": ""bruswei"", ""packageManager"": ""npm"", ""summary"": ""No known vulnerabilities"", ""filesystemPolicy"": false, ""uniqueCount"": 0, ""hasUnknownVersions"": false, ""path"": ""https://github.com/jeff-hykin/better-cpp-syntax.git""}"
